#1	
double tab1(35040,2) # comment line	
16568100	5.82E-05
16569000	5.68E-05
16569900	5.39E-05
16570800	5.11E-05
16571700	4.25E-05
16572600	3.68E-05
16573500	3.39E-05
16574400	3.11E-05
16575300	2.82E-05
16576200	2.54E-05
16577100	2.25E-05
16578000	1.97E-05
16578900	1.68E-05
16579800	1.40E-05
16580700	1.11E-05
16581600	8.20E-06
16582500	5.40E-06
16583400	2.50E-06
16584300	0.00E+00
16585200	0.00E+00
16586100	0.00E+00
16587000	0.00E+00
16587900	0.00E+00
16588800	0.00E+00
16589700	0.00E+00
16590600	0.00E+00
16591500	0.00E+00
16592400	0.00E+00
16593300	0.00E+00
16594200	0.00E+00
16595100	0.00E+00
16596000	0.00E+00
16596900	0.00E+00
16597800	0.00E+00
16598700	0.00E+00
16599600	0.00E+00
16600500	0.00E+00
16601400	0.00E+00
16602300	0.00E+00
16603200	0.00E+00
16604100	0.00E+00
16605000	0.00E+00
16605900	0.00E+00
16606800	0.00E+00
16607700	0.00E+00
16608600	0.00E+00
16609500	0.00E+00
16610400	0.00E+00
16611300	0.00E+00
16612200	0.00E+00
16613100	0.00E+00
16614000	0.00E+00
16614900	0.00E+00
16615800	0.00E+00
16616700	0.00E+00
16617600	0.00E+00
16618500	0.00E+00
16619400	0.00E+00
16620300	0.00E+00
16621200	0.00E+00
16622100	0.00E+00
16623000	0.00E+00
16623900	0.00E+00
16624800	0.00E+00
16625700	0.00E+00
16626600	0.00E+00
16627500	0.00E+00
16628400	0.00E+00
16629300	0.00E+00
16630200	0.00E+00
16631100	0.00E+00
16632000	0.00E+00
16632900	2.50E-06
16633800	5.40E-06
16634700	6.80E-06
16635600	6.80E-06
16636500	6.80E-06
16637400	6.80E-06
16638300	6.80E-06
16639200	6.80E-06
16640100	6.80E-06
16641000	6.80E-06
16641900	6.80E-06
16642800	6.80E-06
16643700	5.40E-06
16644600	2.50E-06
16645500	0.00E+00
16646400	0.00E+00
16647300	0.00E+00
16648200	0.00E+00
16649100	0.00E+00
16650000	2.50E-06
16650900	5.68E-05
16651800	5.82E-05
16652700	5.82E-05
16653600	5.82E-05
16654500	5.82E-05
16655400	5.68E-05
16656300	5.39E-05
16657200	5.11E-05
16658100	4.25E-05
16659000	3.68E-05
16659900	3.39E-05
16660800	3.11E-05
16661700	2.82E-05
16662600	2.54E-05
16663500	2.25E-05
16664400	1.97E-05
16665300	1.68E-05
16666200	1.40E-05
16667100	1.11E-05
16668000	8.20E-06
16668900	5.40E-06
16669800	2.50E-06
16670700	0.00E+00
16671600	0.00E+00
16672500	0.00E+00
16673400	0.00E+00
16674300	0.00E+00
16675200	0.00E+00
16676100	0.00E+00
16677000	0.00E+00
16677900	0.00E+00
16678800	0.00E+00
16679700	0.00E+00
16680600	0.00E+00
16681500	0.00E+00
16682400	0.00E+00
16683300	0.00E+00
16684200	0.00E+00
16685100	0.00E+00
16686000	0.00E+00
16686900	0.00E+00
16687800	0.00E+00
16688700	0.00E+00
16689600	0.00E+00
16690500	0.00E+00
16691400	0.00E+00
16692300	0.00E+00
16693200	0.00E+00
16694100	0.00E+00
16695000	0.00E+00
16695900	0.00E+00
16696800	0.00E+00
16697700	0.00E+00
16698600	0.00E+00
16699500	0.00E+00
16700400	0.00E+00
16701300	0.00E+00
16702200	0.00E+00
16703100	0.00E+00
16704000	0.00E+00
16704900	0.00E+00
16705800	0.00E+00
16706700	0.00E+00
16707600	0.00E+00
16708500	0.00E+00
16709400	0.00E+00
16710300	0.00E+00
16711200	0.00E+00
16712100	0.00E+00
16713000	0.00E+00
16713900	0.00E+00
16714800	0.00E+00
16715700	0.00E+00
16716600	0.00E+00
16717500	0.00E+00
16718400	0.00E+00
16719300	2.50E-06
16720200	5.40E-06
16721100	6.80E-06
16722000	6.80E-06
16722900	6.80E-06
16723800	6.80E-06
16724700	6.80E-06
16725600	6.80E-06
16726500	6.80E-06
16727400	6.80E-06
16728300	6.80E-06
16729200	6.80E-06
16730100	5.40E-06
16731000	2.50E-06
16731900	0.00E+00
16732800	0.00E+00
16733700	0.00E+00
16734600	0.00E+00
16735500	0.00E+00
16736400	2.50E-06
16737300	5.68E-05
16738200	5.82E-05
16739100	5.82E-05
16740000	5.82E-05
16740900	5.82E-05
16741800	5.68E-05
16742700	5.39E-05
16743600	5.11E-05
16744500	4.25E-05
16745400	3.68E-05
16746300	3.39E-05
16747200	3.11E-05
16748100	2.82E-05
16749000	2.54E-05
16749900	2.25E-05
16750800	1.97E-05
16751700	1.68E-05
16752600	1.40E-05
16753500	1.11E-05
16754400	8.20E-06
16755300	5.40E-06
16756200	2.50E-06
16757100	0.00E+00
16758000	0.00E+00
16758900	0.00E+00
16759800	0.00E+00
16760700	0.00E+00
16761600	0.00E+00
16762500	0.00E+00
16763400	0.00E+00
16764300	0.00E+00
16765200	0.00E+00
16766100	0.00E+00
16767000	0.00E+00
16767900	0.00E+00
16768800	0.00E+00
16769700	0.00E+00
16770600	0.00E+00
16771500	0.00E+00
16772400	0.00E+00
16773300	0.00E+00
16774200	0.00E+00
16775100	0.00E+00
16776000	0.00E+00
16776900	0.00E+00
16777800	0.00E+00
16778700	0.00E+00
16779600	0.00E+00
16780500	0.00E+00
16781400	0.00E+00
16782300	0.00E+00
16783200	0.00E+00
16784100	0.00E+00
16785000	0.00E+00
16785900	0.00E+00
16786800	0.00E+00
16787700	0.00E+00
16788600	0.00E+00
16789500	0.00E+00
16790400	0.00E+00
16791300	0.00E+00
16792200	0.00E+00
16793100	0.00E+00
16794000	0.00E+00
16794900	0.00E+00
16795800	0.00E+00
16796700	0.00E+00
16797600	0.00E+00
16798500	0.00E+00
16799400	0.00E+00
16800300	0.00E+00
16801200	0.00E+00
16802100	0.00E+00
16803000	0.00E+00
16803900	0.00E+00
16804800	0.00E+00
16805700	2.50E-06
16806600	5.40E-06
16807500	6.80E-06
16808400	6.80E-06
16809300	6.80E-06
16810200	6.80E-06
16811100	6.80E-06
16812000	6.80E-06
16812900	6.80E-06
16813800	6.80E-06
16814700	6.80E-06
16815600	6.80E-06
16816500	5.40E-06
16817400	2.50E-06
16818300	0.00E+00
16819200	0.00E+00
16820100	0.00E+00
16821000	0.00E+00
16821900	0.00E+00
16822800	2.50E-06
16823700	5.68E-05
16824600	5.82E-05
16825500	5.82E-05
16826400	5.82E-05
16827300	5.82E-05
16828200	5.68E-05
16829100	5.39E-05
16830000	5.11E-05
16830900	4.25E-05
16831800	3.68E-05
16832700	3.39E-05
16833600	3.11E-05
16834500	2.82E-05
16835400	2.54E-05
16836300	2.25E-05
16837200	1.97E-05
16838100	1.68E-05
16839000	1.40E-05
16839900	1.11E-05
16840800	8.20E-06
16841700	5.40E-06
16842600	2.50E-06
16843500	0.00E+00
16844400	0.00E+00
16845300	0.00E+00
16846200	0.00E+00
16847100	0.00E+00
16848000	0.00E+00
16848900	0.00E+00
16849800	0.00E+00
16850700	0.00E+00
16851600	0.00E+00
16852500	0.00E+00
16853400	0.00E+00
16854300	0.00E+00
16855200	0.00E+00
16856100	0.00E+00
16857000	0.00E+00
16857900	0.00E+00
16858800	0.00E+00
16859700	0.00E+00
16860600	0.00E+00
16861500	0.00E+00
16862400	0.00E+00
16863300	0.00E+00
16864200	0.00E+00
16865100	0.00E+00
16866000	0.00E+00
16866900	0.00E+00
16867800	0.00E+00
16868700	0.00E+00
16869600	0.00E+00
16870500	0.00E+00
16871400	0.00E+00
16872300	0.00E+00
16873200	0.00E+00
16874100	0.00E+00
16875000	0.00E+00
16875900	0.00E+00
16876800	0.00E+00
16877700	0.00E+00
16878600	0.00E+00
16879500	0.00E+00
16880400	0.00E+00
16881300	0.00E+00
16882200	0.00E+00
16883100	0.00E+00
16884000	0.00E+00
16884900	0.00E+00
16885800	0.00E+00
16886700	0.00E+00
16887600	0.00E+00
16888500	0.00E+00
16889400	0.00E+00
16890300	0.00E+00
16891200	0.00E+00
16892100	2.50E-06
16893000	5.40E-06
16893900	6.80E-06
16894800	6.80E-06
16895700	6.80E-06
16896600	6.80E-06
16897500	6.80E-06
16898400	6.80E-06
16899300	6.80E-06
16900200	6.80E-06
16901100	6.80E-06
16902000	6.80E-06
16902900	5.40E-06
16903800	2.50E-06
16904700	0.00E+00
16905600	0.00E+00
16906500	0.00E+00
16907400	0.00E+00
16908300	0.00E+00
16909200	2.50E-06
16910100	5.68E-05
16911000	5.82E-05
16911900	5.82E-05
16912800	5.82E-05
16913700	5.82E-05
16914600	5.68E-05
16915500	5.39E-05
16916400	5.11E-05
16917300	4.25E-05
16918200	3.68E-05
16919100	3.39E-05
16920000	3.11E-05
16920900	2.82E-05
16921800	2.54E-05
16922700	2.25E-05
16923600	1.97E-05
16924500	1.68E-05
16925400	1.40E-05
16926300	1.11E-05
16927200	8.20E-06
16928100	5.40E-06
16929000	2.50E-06
16929900	0.00E+00
16930800	0.00E+00
16931700	0.00E+00
16932600	0.00E+00
16933500	0.00E+00
16934400	0.00E+00
16935300	0.00E+00
16936200	0.00E+00
16937100	0.00E+00
16938000	0.00E+00
16938900	0.00E+00
16939800	0.00E+00
16940700	0.00E+00
16941600	0.00E+00
16942500	0.00E+00
16943400	0.00E+00
16944300	0.00E+00
16945200	0.00E+00
16946100	0.00E+00
16947000	0.00E+00
16947900	0.00E+00
16948800	0.00E+00
16949700	0.00E+00
16950600	0.00E+00
16951500	0.00E+00
16952400	0.00E+00
16953300	0.00E+00
16954200	0.00E+00
16955100	0.00E+00
16956000	0.00E+00
16956900	0.00E+00
16957800	0.00E+00
16958700	0.00E+00
16959600	0.00E+00
16960500	0.00E+00
16961400	0.00E+00
16962300	0.00E+00
16963200	0.00E+00
16964100	0.00E+00
16965000	0.00E+00
16965900	0.00E+00
16966800	0.00E+00
16967700	0.00E+00
16968600	0.00E+00
16969500	0.00E+00
16970400	0.00E+00
16971300	0.00E+00
16972200	0.00E+00
16973100	0.00E+00
16974000	0.00E+00
16974900	0.00E+00
16975800	0.00E+00
16976700	0.00E+00
16977600	0.00E+00
16978500	2.50E-06
16979400	5.40E-06
16980300	6.80E-06
16981200	6.80E-06
16982100	6.80E-06
16983000	6.80E-06
16983900	6.80E-06
16984800	6.80E-06
16985700	6.80E-06
16986600	6.80E-06
16987500	6.80E-06
16988400	6.80E-06
16989300	5.40E-06
16990200	2.50E-06
16991100	0.00E+00
16992000	0.00E+00
16992900	0.00E+00
16993800	0.00E+00
16994700	0.00E+00
16995600	2.50E-06
16996500	5.68E-05
16997400	5.82E-05
16998300	5.82E-05
16999200	5.82E-05
17000100	5.82E-05
17001000	5.68E-05
17001900	5.39E-05
17002800	5.11E-05
17003700	4.25E-05
17004600	3.68E-05
17005500	3.39E-05
17006400	3.11E-05
17007300	2.82E-05
17008200	2.54E-05
17009100	2.25E-05
17010000	1.97E-05
17010900	1.68E-05
17011800	1.40E-05
17012700	1.11E-05
17013600	8.20E-06
17014500	5.40E-06
17015400	2.50E-06
17016300	0.00E+00
17017200	0.00E+00
17018100	0.00E+00
17019000	0.00E+00
17019900	0.00E+00
17020800	0.00E+00
17021700	0.00E+00
17022600	0.00E+00
17023500	0.00E+00
17024400	0.00E+00
17025300	0.00E+00
17026200	0.00E+00
17027100	0.00E+00
17028000	0.00E+00
17028900	0.00E+00
17029800	0.00E+00
17030700	0.00E+00
17031600	0.00E+00
17032500	0.00E+00
17033400	0.00E+00
17034300	0.00E+00
17035200	0.00E+00
17036100	0.00E+00
17037000	0.00E+00
17037900	0.00E+00
17038800	0.00E+00
17039700	0.00E+00
17040600	0.00E+00
17041500	0.00E+00
17042400	0.00E+00
17043300	0.00E+00
17044200	0.00E+00
17045100	0.00E+00
17046000	0.00E+00
17046900	0.00E+00
17047800	0.00E+00
17048700	0.00E+00
17049600	0.00E+00
17050500	0.00E+00
17051400	0.00E+00
17052300	0.00E+00
17053200	0.00E+00
17054100	0.00E+00
17055000	0.00E+00
17055900	0.00E+00
17056800	0.00E+00
17057700	0.00E+00
17058600	0.00E+00
17059500	0.00E+00
17060400	0.00E+00
17061300	0.00E+00
17062200	0.00E+00
17063100	0.00E+00
17064000	0.00E+00
17064900	2.50E-06
17065800	5.40E-06
17066700	6.80E-06
17067600	6.80E-06
17068500	6.80E-06
17069400	6.80E-06
17070300	6.80E-06
17071200	6.80E-06
17072100	6.80E-06
17073000	6.80E-06
17073900	6.80E-06
17074800	6.80E-06
17075700	5.40E-06
17076600	2.50E-06
17077500	0.00E+00
17078400	0.00E+00
17079300	0.00E+00
17080200	0.00E+00
17081100	0.00E+00
17082000	2.50E-06
17082900	5.68E-05
17083800	5.82E-05
17084700	5.82E-05
17085600	5.82E-05
17086500	5.82E-05
17087400	5.68E-05
17088300	5.39E-05
17089200	5.11E-05
17090100	4.25E-05
17091000	3.68E-05
17091900	3.39E-05
17092800	3.11E-05
17093700	2.82E-05
17094600	2.54E-05
17095500	2.25E-05
17096400	1.97E-05
17097300	1.68E-05
17098200	1.40E-05
17099100	1.11E-05
17100000	8.20E-06
17100900	5.40E-06
17101800	2.50E-06
17102700	0.00E+00
17103600	0.00E+00
17104500	0.00E+00
17105400	0.00E+00
17106300	0.00E+00
17107200	0.00E+00
17108100	0.00E+00
17109000	0.00E+00
17109900	0.00E+00
17110800	0.00E+00
17111700	0.00E+00
17112600	0.00E+00
17113500	0.00E+00
17114400	0.00E+00
17115300	0.00E+00
17116200	0.00E+00
17117100	0.00E+00
17118000	0.00E+00
17118900	0.00E+00
17119800	0.00E+00
17120700	0.00E+00
17121600	0.00E+00
17122500	0.00E+00
17123400	0.00E+00
17124300	0.00E+00
17125200	0.00E+00
17126100	0.00E+00
17127000	0.00E+00
17127900	0.00E+00
17128800	0.00E+00
17129700	0.00E+00
17130600	0.00E+00
17131500	0.00E+00
17132400	0.00E+00
17133300	0.00E+00
17134200	0.00E+00
17135100	0.00E+00
17136000	0.00E+00
17136900	0.00E+00
17137800	0.00E+00
17138700	0.00E+00
17139600	0.00E+00
17140500	0.00E+00
17141400	0.00E+00
17142300	0.00E+00
17143200	0.00E+00
17144100	0.00E+00
17145000	0.00E+00
17145900	0.00E+00
17146800	0.00E+00
17147700	0.00E+00
17148600	0.00E+00
17149500	0.00E+00
17150400	0.00E+00
17151300	2.50E-06
17152200	5.40E-06
17153100	6.80E-06
17154000	6.80E-06
17154900	6.80E-06
17155800	6.80E-06
17156700	6.80E-06
17157600	6.80E-06
17158500	6.80E-06
17159400	6.80E-06
17160300	6.80E-06
17161200	6.80E-06
17162100	5.40E-06
17163000	2.50E-06
17163900	0.00E+00
17164800	0.00E+00
17165700	0.00E+00
17166600	0.00E+00
17167500	0.00E+00
17168400	2.50E-06
17169300	5.68E-05
17170200	5.82E-05
17171100	5.82E-05
17172000	5.82E-05
17172900	5.82E-05
17173800	5.68E-05
17174700	5.39E-05
17175600	5.11E-05
17176500	4.25E-05
17177400	3.68E-05
17178300	3.39E-05
17179200	3.11E-05
17180100	2.82E-05
17181000	2.54E-05
17181900	2.25E-05
17182800	1.97E-05
17183700	1.68E-05
17184600	1.40E-05
17185500	1.11E-05
17186400	8.20E-06
17187300	5.40E-06
17188200	2.50E-06
17189100	0.00E+00
17190000	0.00E+00
17190900	0.00E+00
17191800	0.00E+00
17192700	0.00E+00
17193600	0.00E+00
17194500	0.00E+00
17195400	0.00E+00
17196300	0.00E+00
17197200	0.00E+00
17198100	0.00E+00
17199000	0.00E+00
17199900	0.00E+00
17200800	0.00E+00
17201700	0.00E+00
17202600	0.00E+00
17203500	0.00E+00
17204400	0.00E+00
17205300	0.00E+00
17206200	0.00E+00
17207100	0.00E+00
17208000	0.00E+00
17208900	0.00E+00
17209800	0.00E+00
17210700	0.00E+00
17211600	0.00E+00
17212500	0.00E+00
17213400	0.00E+00
17214300	0.00E+00
17215200	0.00E+00
17216100	0.00E+00
17217000	0.00E+00
17217900	0.00E+00
17218800	0.00E+00
17219700	0.00E+00
17220600	0.00E+00
17221500	0.00E+00
17222400	0.00E+00
17223300	0.00E+00
17224200	0.00E+00
17225100	0.00E+00
17226000	0.00E+00
17226900	0.00E+00
17227800	0.00E+00
17228700	0.00E+00
17229600	0.00E+00
17230500	0.00E+00
17231400	0.00E+00
17232300	0.00E+00
17233200	0.00E+00
17234100	0.00E+00
17235000	0.00E+00
17235900	0.00E+00
17236800	0.00E+00
17237700	2.50E-06
17238600	5.40E-06
17239500	6.80E-06
17240400	6.80E-06
17241300	6.80E-06
17242200	6.80E-06
17243100	6.80E-06
17244000	6.80E-06
17244900	6.80E-06
17245800	6.80E-06
17246700	6.80E-06
17247600	6.80E-06
17248500	5.40E-06
17249400	2.50E-06
17250300	0.00E+00
17251200	0.00E+00
17252100	0.00E+00
17253000	0.00E+00
17253900	0.00E+00
17254800	2.50E-06
17255700	5.68E-05
17256600	5.82E-05
17257500	5.82E-05
17258400	5.82E-05
17259300	5.82E-05
17260200	5.68E-05
17261100	5.39E-05
17262000	5.11E-05
17262900	4.25E-05
17263800	3.68E-05
17264700	3.39E-05
17265600	3.11E-05
17266500	2.82E-05
17267400	2.54E-05
17268300	2.25E-05
17269200	1.97E-05
17270100	1.68E-05
17271000	1.40E-05
17271900	1.11E-05
17272800	8.20E-06
17273700	5.40E-06
17274600	2.50E-06
17275500	0.00E+00
17276400	0.00E+00
17277300	0.00E+00
17278200	0.00E+00
17279100	0.00E+00
17280000	0.00E+00
17280900	0.00E+00
17281800	0.00E+00
17282700	0.00E+00
17283600	0.00E+00
17284500	0.00E+00
17285400	0.00E+00
17286300	0.00E+00
17287200	0.00E+00
17288100	0.00E+00
17289000	0.00E+00
17289900	0.00E+00
17290800	0.00E+00
17291700	0.00E+00
17292600	0.00E+00
17293500	0.00E+00
17294400	0.00E+00
17295300	0.00E+00
17296200	0.00E+00
17297100	0.00E+00
17298000	0.00E+00
17298900	0.00E+00
17299800	0.00E+00
17300700	0.00E+00
17301600	0.00E+00
17302500	0.00E+00
17303400	0.00E+00
17304300	0.00E+00
17305200	0.00E+00
17306100	0.00E+00
17307000	0.00E+00
17307900	0.00E+00
17308800	0.00E+00
17309700	0.00E+00
17310600	0.00E+00
17311500	0.00E+00
17312400	0.00E+00
17313300	0.00E+00
17314200	0.00E+00
17315100	0.00E+00
17316000	0.00E+00
17316900	0.00E+00
17317800	0.00E+00
17318700	0.00E+00
17319600	0.00E+00
17320500	0.00E+00
17321400	0.00E+00
17322300	0.00E+00
17323200	0.00E+00
17324100	2.50E-06
17325000	5.40E-06
17325900	6.80E-06
17326800	6.80E-06
17327700	6.80E-06
17328600	6.80E-06
17329500	6.80E-06
17330400	6.80E-06
17331300	6.80E-06
17332200	6.80E-06
17333100	6.80E-06
17334000	6.80E-06
17334900	5.40E-06
17335800	2.50E-06
17336700	0.00E+00
17337600	0.00E+00
17338500	0.00E+00
17339400	0.00E+00
17340300	0.00E+00
17341200	2.50E-06
17342100	5.68E-05
17343000	5.82E-05
17343900	5.82E-05
17344800	5.82E-05
17345700	5.82E-05
17346600	5.68E-05
17347500	5.39E-05
17348400	5.11E-05
17349300	4.25E-05
17350200	3.68E-05
17351100	3.39E-05
17352000	3.11E-05
17352900	2.82E-05
17353800	2.54E-05
17354700	2.25E-05
17355600	1.97E-05
17356500	1.68E-05
17357400	1.40E-05
17358300	1.11E-05
17359200	8.20E-06
17360100	5.40E-06
17361000	2.50E-06
17361900	0.00E+00
17362800	0.00E+00
17363700	0.00E+00
17364600	0.00E+00
17365500	0.00E+00
17366400	0.00E+00
17367300	0.00E+00
17368200	0.00E+00
17369100	0.00E+00
17370000	0.00E+00
17370900	0.00E+00
17371800	0.00E+00
17372700	0.00E+00
17373600	0.00E+00
17374500	0.00E+00
17375400	0.00E+00
17376300	0.00E+00
17377200	0.00E+00
17378100	0.00E+00
17379000	0.00E+00
17379900	0.00E+00
17380800	0.00E+00
17381700	0.00E+00
17382600	0.00E+00
17383500	0.00E+00
17384400	0.00E+00
17385300	0.00E+00
17386200	0.00E+00
17387100	0.00E+00
17388000	0.00E+00
17388900	0.00E+00
17389800	0.00E+00
17390700	0.00E+00
17391600	0.00E+00
17392500	0.00E+00
17393400	0.00E+00
17394300	0.00E+00
17395200	0.00E+00
17396100	0.00E+00
17397000	0.00E+00
17397900	0.00E+00
17398800	0.00E+00
17399700	0.00E+00
17400600	0.00E+00
17401500	0.00E+00
17402400	0.00E+00
17403300	0.00E+00
17404200	0.00E+00
17405100	0.00E+00
17406000	0.00E+00
17406900	0.00E+00
17407800	0.00E+00
17408700	0.00E+00
17409600	0.00E+00
17410500	2.50E-06
17411400	5.40E-06
17412300	6.80E-06
17413200	6.80E-06
17414100	6.80E-06
17415000	6.80E-06
17415900	6.80E-06
17416800	6.80E-06
17417700	6.80E-06
17418600	6.80E-06
17419500	6.80E-06
17420400	6.80E-06
17421300	5.40E-06
17422200	2.50E-06
17423100	0.00E+00
17424000	0.00E+00
17424900	0.00E+00
17425800	0.00E+00
17426700	0.00E+00
17427600	2.50E-06
17428500	5.68E-05
17429400	5.82E-05
17430300	5.82E-05
17431200	5.82E-05
17432100	5.82E-05
17433000	5.68E-05
17433900	5.39E-05
17434800	5.11E-05
17435700	4.25E-05
17436600	3.68E-05
17437500	3.39E-05
17438400	3.11E-05
17439300	2.82E-05
17440200	2.54E-05
17441100	2.25E-05
17442000	1.97E-05
17442900	1.68E-05
17443800	1.40E-05
17444700	1.11E-05
17445600	8.20E-06
17446500	5.40E-06
17447400	2.50E-06
17448300	0.00E+00
17449200	0.00E+00
17450100	0.00E+00
17451000	0.00E+00
17451900	0.00E+00
17452800	0.00E+00
17453700	0.00E+00
17454600	0.00E+00
17455500	0.00E+00
17456400	0.00E+00
17457300	0.00E+00
17458200	0.00E+00
17459100	0.00E+00
17460000	0.00E+00
17460900	0.00E+00
17461800	0.00E+00
17462700	0.00E+00
17463600	0.00E+00
17464500	0.00E+00
17465400	0.00E+00
17466300	0.00E+00
17467200	0.00E+00
17468100	0.00E+00
17469000	0.00E+00
17469900	0.00E+00
17470800	0.00E+00
17471700	0.00E+00
17472600	0.00E+00
17473500	0.00E+00
17474400	0.00E+00
17475300	0.00E+00
17476200	0.00E+00
17477100	0.00E+00
17478000	0.00E+00
17478900	0.00E+00
17479800	0.00E+00
17480700	0.00E+00
17481600	0.00E+00
17482500	0.00E+00
17483400	0.00E+00
17484300	0.00E+00
17485200	0.00E+00
17486100	0.00E+00
17487000	0.00E+00
17487900	0.00E+00
17488800	0.00E+00
17489700	0.00E+00
17490600	0.00E+00
17491500	0.00E+00
17492400	0.00E+00
17493300	0.00E+00
17494200	0.00E+00
17495100	0.00E+00
17496000	0.00E+00
17496900	2.50E-06
17497800	5.40E-06
17498700	6.80E-06
17499600	6.80E-06
17500500	6.80E-06
17501400	6.80E-06
17502300	6.80E-06
17503200	6.80E-06
17504100	6.80E-06
17505000	6.80E-06
17505900	6.80E-06
17506800	6.80E-06
17507700	5.40E-06
17508600	2.50E-06
17509500	0.00E+00
17510400	0.00E+00
17511300	0.00E+00
17512200	0.00E+00
17513100	0.00E+00
17514000	2.50E-06
17514900	5.68E-05
17515800	5.82E-05
17516700	5.82E-05
17517600	5.82E-05
17518500	5.82E-05
17519400	5.68E-05
17520300	5.39E-05
17521200	5.11E-05
17522100	4.25E-05
17523000	3.68E-05
17523900	3.39E-05
17524800	3.11E-05
17525700	2.82E-05
17526600	2.54E-05
17527500	2.25E-05
17528400	1.97E-05
17529300	1.68E-05
17530200	1.40E-05
17531100	1.11E-05
17532000	8.20E-06
17532900	5.40E-06
17533800	2.50E-06
17534700	0.00E+00
17535600	0.00E+00
17536500	0.00E+00
17537400	0.00E+00
17538300	0.00E+00
17539200	0.00E+00
17540100	0.00E+00
17541000	0.00E+00
17541900	0.00E+00
17542800	0.00E+00
17543700	0.00E+00
17544600	0.00E+00
17545500	0.00E+00
17546400	0.00E+00
17547300	0.00E+00
17548200	0.00E+00
17549100	0.00E+00
17550000	0.00E+00
17550900	0.00E+00
17551800	0.00E+00
17552700	0.00E+00
17553600	0.00E+00
17554500	0.00E+00
17555400	0.00E+00
17556300	0.00E+00
17557200	0.00E+00
17558100	0.00E+00
17559000	0.00E+00
17559900	0.00E+00
17560800	0.00E+00
17561700	0.00E+00
17562600	0.00E+00
17563500	0.00E+00
17564400	0.00E+00
17565300	0.00E+00
17566200	0.00E+00
17567100	0.00E+00
17568000	0.00E+00
17568900	0.00E+00
17569800	0.00E+00
17570700	0.00E+00
17571600	0.00E+00
17572500	0.00E+00
17573400	0.00E+00
17574300	0.00E+00
17575200	0.00E+00
17576100	0.00E+00
17577000	0.00E+00
17577900	0.00E+00
17578800	0.00E+00
17579700	0.00E+00
17580600	0.00E+00
17581500	0.00E+00
17582400	0.00E+00
17583300	2.50E-06
17584200	5.40E-06
17585100	6.80E-06
17586000	6.80E-06
17586900	6.80E-06
17587800	6.80E-06
17588700	6.80E-06
17589600	6.80E-06
17590500	6.80E-06
17591400	6.80E-06
17592300	6.80E-06
17593200	6.80E-06
17594100	5.40E-06
17595000	2.50E-06
17595900	0.00E+00
17596800	0.00E+00
17597700	0.00E+00
17598600	0.00E+00
17599500	0.00E+00
17600400	2.50E-06
17601300	5.68E-05
17602200	5.82E-05
17603100	5.82E-05
17604000	5.82E-05
17604900	5.82E-05
17605800	5.68E-05
17606700	5.39E-05
17607600	5.11E-05
17608500	4.25E-05
17609400	3.68E-05
17610300	3.39E-05
17611200	3.11E-05
17612100	2.82E-05
17613000	2.54E-05
17613900	2.25E-05
17614800	1.97E-05
17615700	1.68E-05
17616600	1.40E-05
17617500	1.11E-05
17618400	8.20E-06
17619300	5.40E-06
17620200	2.50E-06
17621100	0.00E+00
17622000	0.00E+00
17622900	0.00E+00
17623800	0.00E+00
17624700	0.00E+00
17625600	0.00E+00
17626500	0.00E+00
17627400	0.00E+00
17628300	0.00E+00
17629200	0.00E+00
17630100	0.00E+00
17631000	0.00E+00
17631900	0.00E+00
17632800	0.00E+00
17633700	0.00E+00
17634600	0.00E+00
17635500	0.00E+00
17636400	0.00E+00
17637300	0.00E+00
17638200	0.00E+00
17639100	0.00E+00
17640000	0.00E+00
17640900	0.00E+00
17641800	0.00E+00
17642700	0.00E+00
17643600	0.00E+00
17644500	0.00E+00
17645400	0.00E+00
17646300	0.00E+00
17647200	0.00E+00
17648100	0.00E+00
17649000	0.00E+00
17649900	0.00E+00
17650800	0.00E+00
17651700	0.00E+00
17652600	0.00E+00
17653500	0.00E+00
17654400	0.00E+00
17655300	0.00E+00
17656200	0.00E+00
17657100	0.00E+00
17658000	0.00E+00
17658900	0.00E+00
17659800	0.00E+00
17660700	0.00E+00
17661600	0.00E+00
17662500	0.00E+00
17663400	0.00E+00
17664300	0.00E+00
17665200	0.00E+00
17666100	0.00E+00
17667000	0.00E+00
17667900	0.00E+00
17668800	0.00E+00
17669700	2.50E-06
17670600	5.40E-06
17671500	6.80E-06
17672400	6.80E-06
17673300	6.80E-06
17674200	6.80E-06
17675100	6.80E-06
17676000	6.80E-06
17676900	6.80E-06
17677800	6.80E-06
17678700	6.80E-06
17679600	6.80E-06
17680500	5.40E-06
17681400	2.50E-06
17682300	0.00E+00
17683200	0.00E+00
17684100	0.00E+00
17685000	0.00E+00
17685900	0.00E+00
17686800	2.50E-06
17687700	5.68E-05
17688600	5.82E-05
17689500	5.82E-05
17690400	5.82E-05
17691300	5.82E-05
17692200	5.68E-05
17693100	5.39E-05
17694000	5.11E-05
17694900	4.25E-05
17695800	3.68E-05
17696700	3.39E-05
17697600	3.11E-05
17698500	2.82E-05
17699400	2.54E-05
17700300	2.25E-05
17701200	1.97E-05
17702100	1.68E-05
17703000	1.40E-05
17703900	1.11E-05
17704800	8.20E-06
17705700	5.40E-06
17706600	2.50E-06
17707500	0.00E+00
17708400	0.00E+00
17709300	0.00E+00
17710200	0.00E+00
